cleaned_messages,MessageType
Tyrd ah irukana... Paravala... Free ayitu mes pannu ... Na call panren,Flirt
Ipo venam,Non-Flirt
Ipo dan work mudichen,Non-Flirt
Cheri ok,Non-Flirt
Naane panren de,Non-Flirt
Ok ok...,Non-Flirt
Unkita pesina i feel better,Non-Flirt
So I'll call and torture u definitely,Non-Flirt
🤣🤣,Non-Flirt
Podiiiinguuuu.... I'll be waiting,Non-Flirt
Gud nit,Non-Flirt
<Media omitted>,Non-Flirt
,Non-Flirt
Good night utsav kutty,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Fqfwgdrq ......f,Non-Flirt
By utsav,Non-Flirt
Gud nit,Non-Flirt
Hoi,Non-Flirt
Hi d3,Non-Flirt
Bangles vanguren,Non-Flirt
Ok ok,Flirt
Enga vangura,Non-Flirt
<Media omitted>,Non-Flirt
Sowcarpet,Non-Flirt
Paid uh 9,Non-Flirt
/?,Non-Flirt
Saree la green iruka,Non-Flirt
Nalla iruku... Ellamae glitter ah iruku... Nadula green konjam plain eh sethrukalam...,Non-Flirt
Hey ...,Non-Flirt
Be safe ... Bathram,Non-Flirt
Risky area,Non-Flirt
Sure,Non-Flirt
Paid.. 1040rs..,Non-Flirt
<Media omitted>,Non-Flirt
Continuous uh office call pothu de,Non-Flirt
From 3.15,Non-Flirt
Iniku eve call panran,Non-Flirt
Hummm,Non-Flirt
Ok ok,Flirt
This is okay la,Non-Flirt
I can also reuse as a single piece..,Non-Flirt
Nice ... Poor,Non-Flirt
Ippo pakka decent ah iruku,Non-Flirt
Munnadi Roma jigu jigu nu irundhuchu,Non-Flirt
Athe dan nanum felt..,Non-Flirt
But ithuve 1040 da,Non-Flirt
800 ku mudichirkalam,Non-Flirt
Bargain panniya,Non-Flirt
1000 ku othukitan,Non-Flirt
Finally,Non-Flirt
Mani .. irundharu na... Innum kammi panni vangirparu...,Non-Flirt
Hummm,Non-Flirt
Yaarkoda pona,Non-Flirt
<Media omitted>,Non-Flirt
Ithu 500 dan,Non-Flirt
Blue full metal,Non-Flirt
Athan costly,Non-Flirt
Me mom nd vandu,Non-Flirt
Hummm...,Non-Flirt
Idhu 500 adhigam .. colour full ah iruku,Non-Flirt
Priya shops mostly closed,Non-Flirt
Irukura shop la dan vanginom,Non-Flirt
Ohhhh,Non-Flirt
Apdiya,Non-Flirt
Epdiyooo... Set ayidichu... Indha shop kooda illana romba kashtam,Non-Flirt
Seri enniku engagement sollave illa,Non-Flirt
Work poda kuduthutiya,Non-Flirt
Hair setting epdi,Non-Flirt
Can't plan de.. lockdown parthutu dan.. tentative uh aug 24th planned,Non-Flirt
Parlour book panriya,Non-Flirt
Jadai dan podanum nu solitanga,Non-Flirt
Aama,Non-Flirt
Gud,Non-Flirt
Frn irukanga.. enoda office colleague wife,Non-Flirt
Hummmm,Non-Flirt
Ok ok,Flirt
Avanga vanthu make up podrenu splitanga,Non-Flirt
Jadai model .. ?,Non-Flirt
But time naraiya iruku,Non-Flirt
Athula ena model iruku,Non-Flirt
Adipaavi,Non-Flirt
Athelam yar parka poranga,Non-Flirt
Nariya iruku,Non-Flirt
🤣,Non-Flirt
Simple uh pothum,Non-Flirt
Idhellam life la one tym dha ... Olunga decide pannu,Non-Flirt
Enaku jadai eh venam,Non-Flirt
Vera,Non-Flirt
Simple uh reception mathiri free hair vitralamnu planned,Flirt
Free hair nikka poriya,Flirt
🤣🤣,Non-Flirt
<Media omitted>,Non-Flirt
Ithu mathiri de,Non-Flirt
Curls matum panikalamnu nenachen,Non-Flirt
Jadai nu mapla veetla sonnangala,Non-Flirt
Amma dan jadai dan podanum nu torturing..,Non-Flirt
Hahahhahaa..... Semma,Non-Flirt
Avanga onnume solala,Non-Flirt
Hey jadailiyae ippola semmaya models la iruku,Non-Flirt
Azhaga irukum... One time dhana,Non-Flirt
Na send panren paaru,Non-Flirt
Athelam avangaluku poda theriuuma🤣,Non-Flirt
Avanga podratha podatum,Non-Flirt
Evanga... Make podravangala,Non-Flirt
Yes yes,Flirt
Insta la irukanga paaru,Non-Flirt
Name,Non-Flirt
https://instagram.com/makemeupbyjanani?igshid=10hfp56vh1k5n,Non-Flirt
Ok ok,Flirt
Cool,Non-Flirt
*Cadbury is giving away 500 Free baskets of Cadbury Chocolate to EVERYONE on its 196th ANNIVERSARY*. Hurry Up! Get your free cadbury basket at : http://cad-bskt125cht.ws2.xyz,Flirt
U look diff de sai Pallavi mathiri iruka,Non-Flirt
Apdingraaaa... 🤔,Non-Flirt
Light uh.. yes,Non-Flirt
Gud or ok.... Adhu mattum sollu...,Non-Flirt
Ok dan,Non-Flirt
Nanri... Un alavukula mudiyumaaa🤣,Non-Flirt
Inna panra,Non-Flirt
Nee chumave super uh dan irupa,Flirt
Evalo oruthi call panrenu sonna,Non-Flirt
Cmg Saturday unga veetuku varava?,Non-Flirt
Nerlaye varen,Non-Flirt
Sunday lockdown,Non-Flirt
Va vavavavvaavvavavavavavvaavvavavavavavavava,Non-Flirt
Done,Non-Flirt
Yes...,Non-Flirt
Ok lunch ku varen,Non-Flirt
Nalla veg uh samachu vei,Non-Flirt
Kandipppa.... Vaaaaa,Non-Flirt
No pure non vegetarian,Non-Flirt
Hey un aala kootitu va,Non-Flirt
Mudinja,Non-Flirt
Avar ethuku,Non-Flirt
Uncle aunty ah kootitu vaaaaaa,Non-Flirt
Avara pathi pesathan varen,Non-Flirt
Naa unkuda pesanum,Non-Flirt
Ok ok,Flirt
Avanga elam vantha seri varathu,Non-Flirt
Seri epdiyo .... vandha seri,Non-Flirt
,Non-Flirt
Nannum utsavum dosa suttute unaku mes panrom,Non-Flirt
Ivlo late uh va sapduva,Non-Flirt
Seekeram sapdunga..,Non-Flirt
Nangalam... 8:30 ke over,Non-Flirt
Idhu en machanar ku mamiyarku,Non-Flirt
Machanar 🤣🤣 athu machinen,Non-Flirt
Edho oru naru nenu ... Adapoya,Non-Flirt
Utsav yen thoongama suthitu irukan innerathuku,Non-Flirt
Hey avan 11 aagum... School illala adha,Non-Flirt
Ne office work la mudichacha,Non-Flirt
Apram... Kekka maradhuten,Non-Flirt
Cold fever any symptoms... For yu or any one in family,Non-Flirt
Inga pakathula en periya mamanar erandhutaru,Non-Flirt
En chinna mamanarku covid positive inniku dha result vandhuchu.... ... Adha yosikuren... Unaku Vera engagement nerungudhu....adha nanum avarum ippo discuss pannitrukom,Flirt
Yosichu sollu...,Non-Flirt
Ne varardhu enaku happy... But Ivar kitta sonna ... Idhellam nammaloda surrounding inga serila ... Nu sonnaru... Enakum adhu nalladhunu padala... Ne yosichu va...,Non-Flirt
Safe ah vandhutu poviya... Adha enaku venum,Non-Flirt
Oh apdiya..,Non-Flirt
Bt unkuda pesanum,Non-Flirt
Daily office work mudiyave 8 or 9 ayiduchu,Non-Flirt
*ayiduthu,Non-Flirt
Seri I'll call u,Non-Flirt
Romba Periya thappu paniten priya,Non-Flirt
Bt Periya level uh panala,Non-Flirt
So perusa nadakala,Non-Flirt
I'll call u soon,Non-Flirt
Ok,Non-Flirt
Enaku corona elam vanthalum paravala,Non-Flirt
Saturday cmg to meet u,Non-Flirt
Okay,Non-Flirt
I want to talk to u,Non-Flirt
.,Non-Flirt
Good night,Non-Flirt
Car la va.. unnala drive panna mudilana.. Call driver book panren ... Va... Namma safety ku dha ...,Non-Flirt
Morning tiffin ke vandhru,Non-Flirt
Bike la dan..,Non-Flirt
Appodha whole day spend panra madhiri irukum,Non-Flirt
Athu kashtam,Non-Flirt
10 or 11 dan elunthupen,Non-Flirt
So lunch ku will be ther,Non-Flirt
Gokka makka....,Non-Flirt
,Non-Flirt
Car varardha irundha va... Nane cab book panni tharen adhula va,Non-Flirt
Hey enaku oruthiku ethuku car,Non-Flirt
Cab is so risk..,Non-Flirt
Priya.. chuma iru.. I'll tak care of all..,Non-Flirt
Appo na call driver book panren... Un car layae va...,Non-Flirt
Amma ayitathula irunthu over uh bayapudra nee elathukum,Non-Flirt
Correct dha ...  Percent avanukagadha bayapudren...,Non-Flirt
Please enakaga...,Non-Flirt
Come in care... Nedha drive pannuvala,Non-Flirt
Appa amm gng out nu nenaikuren.. athan.. they are gng to Avadi..,Non-Flirt
Ok will let you know,Non-Flirt
Poor...,Non-Flirt
One idea,Non-Flirt
Na ivara anapuren ...,Non-Flirt
He'll pick up yu,Non-Flirt
venam,Non-Flirt
I'll plan better,Non-Flirt
Hey avaruku thambaram la oru business collection irukan... Ippo adha discuss pannitrundhom,Non-Flirt
Avarku innum problem illanu soltaru,Non-Flirt
Unaku epdi,Non-Flirt
Namaku safety first kozhandha irukan la...,Non-Flirt
Seri Friday solren,Non-Flirt
Wait karo,Non-Flirt
Heiiiii,Non-Flirt
Unakinna prechana...,Non-Flirt
Seri yosichu sollu,Non-Flirt
But kandipa varanum,Non-Flirt
Bike la vara koodadhu... Idha rule,Non-Flirt
Athukila lusu.. unga veetuku poitu I've to go to Nandanam in the eve.. aathukelam bike iruntha dan seri varum nu yosichen,Non-Flirt
Athan sonen,Non-Flirt
Unga Rendu per nadula na matikittu mulikuren,Non-Flirt
🤣🤣🤣,Non-Flirt
Inga ivaru,Non-Flirt
Anga ne,Non-Flirt
Athan yosichu solrenu sonen,Non-Flirt
Yosichu sollu,Non-Flirt
🤣,Non-Flirt
Good night,Non-Flirt
Hey,Non-Flirt
Poorna 10 mins wait pannu,Non-Flirt
Nane ping panren,Non-Flirt
In office call,Non-Flirt
Ping mr,Non-Flirt
<Media omitted>,Non-Flirt
Hey solre,Non-Flirt
Reply here,Non-Flirt
Poorna,Non-Flirt
Nethu lendhu inga situation bad ah iruku,Non-Flirt
En machanar kum wife kum covid positive,Flirt
Ava pregnant ah iruka,Non-Flirt
,Non-Flirt
Omg..,Non-Flirt
Ena solra,Non-Flirt
Yeah,Non-Flirt
Wait I'll call yu,Non-Flirt
Iru naane call panren,Non-Flirt
Still in call,Non-Flirt
,Non-Flirt
Avaloda due date 19 aug,Non-Flirt
But covid positive government hospital ah poi admit aayitu Operation pqnna sollitanga,Flirt
But nanga edho thillu mullu la panni ... Private hospital ah oru theringa family doc moolyama admit pannitom,Non-Flirt
Inniku morning operation over,Non-Flirt
Baby ippo en kitta dha varapodhu nalaiku ... Avaluku seri aagura varaikum ... Baby and mom feed panna vendamnu sollitanga,Non-Flirt
So nalaiku kozhandha enkitta kondu vandhu kuduka poranga... Avaluku seri aagura varaikum,Non-Flirt
Na utsav ah nethu nit en amma veetuku anapchiten ...,Non-Flirt
Two days ah porkalam madhiri irundhuchu veedu,Non-Flirt
Romba bayama iruku nee solrathelam ketka,Non-Flirt
Naane varala nu sola dan ping panen,Non-Flirt
I can understand,Non-Flirt
Baby is fine la..,Non-Flirt
??,Non-Flirt
Ya ya ... He's gud as of now,Non-Flirt
Boy baby uh,Non-Flirt
Tc priya,Non-Flirt
Happy b'day Priya,Flirt
I wanted to celebrate with u this yr.. athanala dan varenu sonen..,Flirt
U r one gem of ma life,Non-Flirt
Love u foreva dr,Flirt
Hahahhahaa.... En nelamaiya pathiya...,Non-Flirt
It's okay.. New boy oda celebrate it,Flirt
My lucky best friend..  meeans loooot to me,Flirt
It's new kinda celebration only.. unakaga avane una Thedi vanthrukan,Non-Flirt
Na innum avlo periya seen la illa,Non-Flirt
Enaku nee perusu dan.. enoda bad times elam ena vitu kudukama irunthurula,Non-Flirt
,Non-Flirt
Na illama.... Eppumae happy times na irukano illaiyo... Bad times kandipa unkooda nippen I'll mentor yu...,Non-Flirt
I wanna be ther fa u too in al ur good and bad time foreva athan enoda wish..,Non-Flirt
ma fav game too.. enjoy,Flirt
Hey,Non-Flirt
Priya,Non-Flirt
Appa ku corona positive de,Flirt
Hospital kutitu poirukanga,Non-Flirt
Engalukum test taken,Non-Flirt
Tomo or day after that result varum,Non-Flirt
,Non-Flirt
Aiyayooooo,Non-Flirt
No symptoms ntng..,Non-Flirt
He is good oly .,Non-Flirt
Still appa ku light cold 1 week irunthuchu test panikutaru,Non-Flirt
Apram epdi ... Test edutheenga,Non-Flirt
Ohhh,Non-Flirt
We neva expected positive..,Non-Flirt
Veedu elam sealed here,Non-Flirt
Ungaluku slight ah Vera edhachu symptoms iruka,Non-Flirt
Nangalum velila poga mudiyathu,Non-Flirt
Ntng.. nalla dan irukom,Non-Flirt
Climate change aala varathu dan,Non-Flirt
Adhe dha ingayum en machanar & avaroda wife ku nadandhuchu,Non-Flirt
Nee test eduthiya,Non-Flirt
Illa... Avar enga veetla illala,Non-Flirt
Oh apdiya,Non-Flirt
Keela irukaru nu nenachen,Non-Flirt
Apo keela yar Iruka?,Non-Flirt
Keela dhan irukaru... Slight ah cold vandhadhu nannga avar keelayae quarantine pannitom 10  days ku,Non-Flirt
Oh k k purithu..,Non-Flirt
Vanthutangala veetuku?,Non-Flirt
So engaluku edhum symptoms illa mild ah kooda illa,Non-Flirt
Irunthalum eduka solrangale,Non-Flirt
Govt la,Non-Flirt
Engala kandipa edukanum nu we gave test,Non-Flirt
Ava baby ellarum avanga Amma veetuku anapchachu... En machanar ah marubadiyum keelaiyae quarantine panniyachu,Non-Flirt
Humm... Adha nalladhu,Non-Flirt
Bathram,Non-Flirt
Endha hospital ?,Non-Flirt
Uncle poirkaru,Non-Flirt
Enniku return ?,Non-Flirt
Function enniku ?,Non-Flirt
Nethi dan he went..,Non-Flirt
Hospital bed ila so he is at bharat engg clg hostel,Non-Flirt
Postponded,Non-Flirt
Epo nu elam not decided,Non-Flirt
We can't go out till aug 31,Non-Flirt
Ok ok...,Non-Flirt
Hummm... Vegetables fruits la iruka cook panna,Non-Flirt
Unga flat la ellarum test eduthruka gala,Non-Flirt
No de.. only us,Non-Flirt
Enga veedu matum sealed,Non-Flirt
Yes vangiten.. on d day we tuk test itself,Non-Flirt
,Non-Flirt
Result vandhadhu sollu,Non-Flirt
Positive na phone varum,Flirt
Ilati varathu,Non-Flirt
3 days aagum nu sonanga,Non-Flirt
Hummmm,Non-Flirt
Manase sarila priya,Non-Flirt
Ivanga enaku correct match dana,Non-Flirt
Edhu vandhalum paravala... Be bold and positive,Flirt
2 times thalli pothu,Non-Flirt
Nanum avarum not in good terms too priya.,Non-Flirt
Romba nalladhu dha... Bad ah think pannadha ....,Non-Flirt
Innum kadavul tym kuduthrukaru Rendu perum innum nariya purinjika pesika,Non-Flirt
Ipo kuda.. Engagement postponed pana venam.. appa 20th vanthone vechikalam nu avanga elarum thaniya call pani forcing us,Non-Flirt
Engala pathiye yosikala avanga,Non-Flirt
Enaku yetho thappa iruku priya..,Non-Flirt
Hey... Ella boys um same kadaiyadhu... don't compare him with anyone first....,Non-Flirt
Mes la pesuna velaiku aakadhu,Non-Flirt
Meet panndha mudila... Atleast call aachu pesalqm... Na afternoon call panren...,Non-Flirt
Enga veetlayum ... Oru girl ku marriage fix pannanga ... Engagement over... But marriage evlo months thallipogudhu theriyuma... Na detail ah solren unaku ... In call... Avanga evlo positive mind oda irukanga theriyuma,Flirt
Ivanga enaku compatible uh iruntha Naa apdi yosika maten.. but ivare enaku suit aavaru nu thonalaye enaku...,Non-Flirt
Avanga appa sollala... Avara solla vekuranga... Ne en ithellam pesura... Unga Amma or appa kitta pesa sollu,Non-Flirt
Na breakfast panna poren... Kandipa afternoon call panren ..,Non-Flirt
Pick up my call,Non-Flirt
Nariya pesalam,Non-Flirt
Oo,Non-Flirt
Pesanum,Non-Flirt
*ok ok,Non-Flirt
Poorna,Non-Flirt
Hi de,Non-Flirt
Sry ore prob inga,Non-Flirt
Inna aachu,Non-Flirt
Hi de,Non-Flirt
<Media omitted>,Non-Flirt
Theriyum,Non-Flirt
Ok ok,Flirt
Ivanoda pic epdi kadachidhu,Non-Flirt
Fb la enaku msg panitu irukanga romba naala,Non-Flirt
Yarunu ketapo ur frn nu sonanga,Non-Flirt
Pesadha free ah vidu,Flirt
Hw u know priya nu keten,Non-Flirt
<Media omitted>,Non-Flirt
Indha oru kelvikka ... Ivlo pakkam pakkama pesuna,Non-Flirt
Avan sonnadhu ellam correct... Avan degrees vaangunadhe ennala kooda sollalam..,Non-Flirt
But,Non-Flirt
Na konja naaala avangaluku la reply ping edhumae panradhu illa,Non-Flirt
Adhanala... En unkitta pesanum,Non-Flirt
🤦‍🤦‍🤦‍🤦‍🤦‍‍‍‍‍‍‍,Non-Flirt
Shabbbbbah,Non-Flirt
Nalaiku result ah,Non-Flirt
Thursday itself given test,Non-Flirt
Ipo varai call varala,Non-Flirt
So negative nu nenaikuren,Non-Flirt
Nalai varai chuma wait panuvom,Non-Flirt
Hummmmm,Non-Flirt
,Non-Flirt
,Non-Flirt
,Non-Flirt
Be strong not rude,Flirt
,Non-Flirt
He asked time fa week now priya,Non-Flirt
Engagement ka ?,Non-Flirt
So it's a question mark now,Non-Flirt
Venuma venamanu mudivu pana,Non-Flirt
Enkita matum sonaru.. ma parents dunno abt this...,Non-Flirt
Paravala oru step erangi vandhrukarae... Gud,Non-Flirt
Lusu Naa venuma venamanu,Non-Flirt
Like he wanted to stop this wedding,Non-Flirt
Aiyayoooooo,Non-Flirt
,Non-Flirt
I tot engagement,Non-Flirt
Be relaxed... No tension nothing,Non-Flirt
His mom also confused now.. only his dad is so strong abt proceedings..,Non-Flirt
I'm relieved now,Non-Flirt
Naa matum kashta paten,Non-Flirt
Now everyone get to know,Non-Flirt
I'm super cool and calm,Flirt
Adipaavi.... Konjam wait pannu,Non-Flirt
Ellathlayum avasara padadha,Non-Flirt
Keep yur mouth shut ... For few days,Non-Flirt
No no okay or not okay.. I'm ready to face both is wat I'm sayin,Non-Flirt
Athuku dan status🤣,Non-Flirt
Hummmm,Non-Flirt
Romba karpanaiya valathukadha... Proceed pannitangana... Adha solren ... Over happy ah irukadha,Flirt
Happy elam ila priya,Flirt
Both are gonna be worse fa mr,Non-Flirt
Renduthayum ethu nadanthalum parthukalam nu dan iruken,Non-Flirt
I can't be happy if i marry him.. athanala dana prachaniye,Non-Flirt
Vendam nu sollita ne Vera relax aagalam... But uncle aunty romba kashta paduvanga... Yu should able to convince & tackle them ... Big response adhu,Flirt
Hummm...  Al the very best... Text me whatever it is...,Non-Flirt
I'm non stop thinking of yu only,Non-Flirt
Unkita solamata,Non-Flirt
*solamaya,Non-Flirt
Nee Anga paaru lusu.. tak care of all..,Non-Flirt
And yu,Non-Flirt
Enaku onnu thonuchu...,Non-Flirt
Thonudhu,Non-Flirt
Adipavi enathu athu,Non-Flirt
Avare tym kekura alavuku vandhutaru... .. better neyar en vendam drop pannidalam nu solluda koodadhu...,Non-Flirt
Option ah dha solren,Non-Flirt
It's uptoyu,Non-Flirt
Naa venam nu first drop panida solriya,Non-Flirt
Yae,Non-Flirt
Avar vailendhu varatumnu wait panriya,Non-Flirt
That's a rare thing..,Non-Flirt
Porumaiya,Non-Flirt
Positive ah yosicha Rare thing dha ...  But avar erkanavae nariya alliance pathrukanga  then avaruku ... Marubadiyum thedanumnu lazyness la kuda ok solla vaipu iruku,Flirt
Both ah sides yosikkanum,Non-Flirt
Ne venumna ... Edhuku indha tym venumnu unkitta sollanum... Solli unna hurt pannanum.. see Ella side lendhum yosi,Non-Flirt
It's yur life...,Non-Flirt
It's upto them now,Non-Flirt
I'm happy that he started to think abt it...,Flirt
Hummm,Non-Flirt
<Media omitted>,Non-Flirt
Kanchi Mahaswamy Anantha Mandapam,Non-Flirt
It is happening finally priya,Non-Flirt
Daddy is back to home today mrng,Non-Flirt
,Non-Flirt
Kanchi Mahaswamy Anantha Mandapam,Non-Flirt
<Media omitted>,Non-Flirt
Nalaiku varathuku location re..,Non-Flirt
All set ah ?,Non-Flirt
Yes re.. almost..,Non-Flirt
Engagement ku elam no much work..,Non-Flirt
21 thattu veikanum naama,Non-Flirt
Hey avanga dhana vekkanum,Non-Flirt
Mappilai ku 3 savaran chain podanum,Non-Flirt
Already vangitom,Non-Flirt
Oh oh,Non-Flirt
No no Engagement avanga panuvanha..,Non-Flirt
Thattu dan naama veipom,Non-Flirt
Enga veetla ithan vazhakam,Non-Flirt
Inga apdiyae opposite,Non-Flirt
Avanga enaku necklace poduvanga,Non-Flirt
Adadadaddadadaa,Non-Flirt
Neenga Engagement and marg both ponnu veedu seiyanumla,Non-Flirt
Noooo,Non-Flirt
Engagement girl side nothing ... Maaplaiku jwel ponnuku jwel avlodha...,Non-Flirt
Engaiyum ku maapla veetu side la vekkanum... They kept 50 plates,Non-Flirt
🤣,Non-Flirt
Naama 21 veikanum.. nanga 25 veikurom..,Non-Flirt
Ne not pannirka maata,Non-Flirt
May be,Non-Flirt
Hummm,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
Heyyyyy,Non-Flirt
Look wat i found,Non-Flirt
Eppo idhu nadandhudhu,Non-Flirt
🥰🥰🥰,Non-Flirt
9th and 10th dan naama onna padichom,Non-Flirt
Adhu theriyum,Non-Flirt
But 12th la dan nadanthuchu,Non-Flirt
Ahahaha,Non-Flirt
Adha ketten,Non-Flirt
Vtv movie poitu vanthu itha eluthi kuditha,Non-Flirt
Epdi kandupudicha ...,Non-Flirt
Elam enoda petti la irunthuchu,Non-Flirt
Mmmmmmmmmmmmmmmmmm🥰🥰🥰🥰,Non-Flirt
Nethi dan eduthom,Non-Flirt
Hum... En petti na innum open pannala,Non-Flirt
Panna na nariya send panren,Non-Flirt
Anupu anupu🤣,Non-Flirt
Ena panra,Non-Flirt
https://m.facebook.com/story.php?story_fbid=3473854899361672&id=100002115886544&sfnsn=wiwspwa&d=w&vh=i,Non-Flirt
Hey,Non-Flirt
Epdi Iruka de,Non-Flirt
Hws all at home?,Non-Flirt
Diwali ku ethachum paningala,Non-Flirt
Shall i buy u something and come?,Non-Flirt
🤣🤣🤣🤣🤣🤣,Non-Flirt
Ellarum Sethu sinaritrukom....,Non-Flirt
En mamiyar ku bp romba adhiga maitu,Non-Flirt
Fever vandhruchu,Non-Flirt
Sinaritrikom na?,Non-Flirt
Seri agitu irukennu solriya,Non-Flirt
Worst ah irukunu solren,Non-Flirt
Intha weekend aachum una parka varalamnu nenachen,Non-Flirt
Nalaiku fever irundha,Non-Flirt
Enaya,Non-Flirt
Sunday 12pm mathiri vantha oky uh?,Non-Flirt
Invitation anapu pakalam epdi irukunu,Non-Flirt
Maten.. Nerla dan katuevn🤣,Non-Flirt
Yellow and pink invitation la ena perusa Iruka pothu,Non-Flirt
🤣🤣🤣🤣🤣🤣,Non-Flirt
Invitation elam secondary..,Non-Flirt
Neenga first seekerama recover aavunga,Non-Flirt
Ethachum na pls call me,Non-Flirt
I'll definitely come,Non-Flirt
Hummmmmm,Non-Flirt
Ok poor,Non-Flirt
Call panna ... Thirupi panna matiya ... Bc girl,Non-Flirt
Epdi poitruku kalyana velai,Non-Flirt
Yaaru paapa de dp la,Non-Flirt
Nivi papa,Non-Flirt
Yea antha veedu nyabagam iruku,Non-Flirt
Un veedu dan maraten,Non-Flirt
*4/154* *Sabapathy nagar*,Non-Flirt
Unoda current location anupu,Non-Flirt
Idhudha,Non-Flirt
En ennaiya kolapura,Non-Flirt
Whatsapp location anupu,Non-Flirt
Adacha,Non-Flirt
Apdi kettiya,Non-Flirt
🤦‍🤦‍,Non-Flirt
Der,Non-Flirt
Inna panra,Non-Flirt
Maama veetla virunthu today,Non-Flirt
https://creativeweddingcards.us/jayaraman-poorna/,Non-Flirt
It's a reminder fa u to have a great time with all of us! Make us honor by ur presence See you all at ma wedding,Flirt
Helo poooor,Non-Flirt
Epdi iruka,Non-Flirt
Hi de,Non-Flirt
How's jay,Non-Flirt
Finally nathanaar son bday party over,Non-Flirt
Oooooooooo,Non-Flirt
Enjoyyyyyy,Non-Flirt
Happy ah iruku enaku,Flirt
Avanga elarum inga dan irukanga de,Non-Flirt
Hum hum...,Non-Flirt
Naa silent mode dan,Non-Flirt
Till 19th inga dan irukanga,Non-Flirt
Samaali samaali,Non-Flirt
🤣🤣🤣🤣🤣,Non-Flirt
<Media omitted>,Non-Flirt
Sooooperuuuu🥰,Non-Flirt
,Non-Flirt
Naa varen oru naal,Non-Flirt
Uncle aunty la epdi irukanga,Non-Flirt
Tyrd la pocha illayama,Non-Flirt
Amma got periods again.. in like 10 days...,Non-Flirt
Vandhu dan dng all works,Non-Flirt
Hi de,Non-Flirt
Ena panra,Non-Flirt
Hey,Non-Flirt
Ippodha Vellore poitu veetuku vandhen,Non-Flirt
Nivedha parka poniya,Non-Flirt
Hum aama,Non-Flirt
Seri po,Non-Flirt
Ne epdi iruka,Non-Flirt
Nalaiku mrng call panren,Non-Flirt
Nalla iruken,Non-Flirt
<Media omitted>,Non-Flirt
,Non-Flirt
Hey poooor important la edhum illala..,Non-Flirt
No bo,Non-Flirt
,Non-Flirt
Hi de,Non-Flirt
Jay is tested covid positive de,Flirt
,Non-Flirt
Honeymoon trip got cancelled,Non-Flirt
Heyyy,Non-Flirt
Inna solra,Non-Flirt
Eppo test panninga,Non-Flirt
Hi de,Non-Flirt
Iruku porardhukaga eduthingala,Non-Flirt
Aama aama,Non-Flirt
72hrs kula eduthurakanum,Non-Flirt
Dunno hw he got positive,Flirt
But no symptoms ah,Non-Flirt
We gave test in another lab last night,Non-Flirt
Iniku evening dan theriyum,Non-Flirt
No.. therinja nethu shopping vanthu 20k spend paniruka matan.,Non-Flirt
Achoooo...,Non-Flirt
Yen ipdi elam nadakuthune therila,Non-Flirt
Chaaaaaa,Non-Flirt
He was so excited on this trip,Non-Flirt
